auction_id,round,bidder,frn,bidding_credit_pct,bidding_credit_type,eligibility,required_activity,activity,req_commitment,req_commitment_discount_capped,req_net_commitment,req_commitment_discount_uncapped,req_commitment_discount_uncapped_small,processed_activity,commitment,commitment_discount_capped,net_commitment,commitment_discount_uncapped,commitment_discount_uncapped_small,next_round_eligibility,next_round_required_activity
102,41,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,41,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,4085,3880,3840,355000,53250,301750,53250,,3940,421000,63150,357850,63150,,4085,3880
102,41,Kitsune Communications LLC,0027808245,25,Small Business,48,45,45,10000,2500,7500,2500,2500,45,9300,2325,6975,2325,2325,48,45
102,41,"LICT Wireless Broadband Company, LLC",0025243858,0,,14280,13566,13566,4399000,,,,,13566,4213004,,,,,14280,13566
102,41,"NBVDS Investment, L.L.C.",0017194986,15,Rural,4022,3820,3820,651000,97650,553350,97650,,3820,634800,95220,539580,95220,,4022,3820
102,41,"Nsight Spectrum, LLC",0020519138,0,,292,277,277,19000,,,,,277,19000,,,,,292,277
102,41,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,41,"Public Service Wireless Services, Inc.",0007024607,0,,590,560,560,146000,,,,,560,131000,,,,,590,560
102,41,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,41,Rock Port Telephone Company,0004362505,0,,259,246,250,296000,,,,,250,275000,,,,,259,246
102,41,SANN Consortium,0027856186,15,Rural,1579,1500,1500,323000,48450,274550,48450,,1500,311000,46650,264350,46650,,1579,1500
102,41,"Samba Capital Partners, LLC",0027780980,25,Small Business,6154,5846,3062,85000,21250,63750,21250,21250,5846,137000,34250,102750,34250,21250,6154,5846
102,41,Skyriver Spectrum & Technology LLC,0027662014,0,,3152,2994,3070,82000,,,,,3070,76000,,,,,3152,2994
102,41,Starry Spectrum Holdings LLC,0027855998,0,,815243,774480,774480,44004000,,,,,774480,40780400,,,,,815243,774480
102,41,T-Mobile License LLC,0001565449,0,,7922824,7526682,7426439,871229000,,,,,7428222,796641388,,,,,7819182,7428222
102,41,"TeleGuam Holdings, LLC",0011458999,0,,1470,1396,1470,532000,,,,,1470,482000,,,,,1470,1396
102,41,"The Alaska Wireless Network, LLC",0021818133,0,,2920,2774,2774,157000,,,,,2774,135200,,,,,2920,2774
102,41,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,41,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,2017,1916,1916,469000,117250,351750,117250,117250,1916,419380,104845,314535,104845,104845,2017,1916
102,41,Tri County Radio,0013444575,25,Small Business,274,260,240,6000,1500,4500,1500,1500,260,7000,1750,5250,1750,1750,274,260
102,41,Union Telephone Company,0001630201,15,Rural,2306,2190,1164,1840000,276000,1564000,276000,,2190,1856200,278430,1577770,278430,,2306,2190
102,41,United States Cellular Corporation,0004372322,0,,204849,194606,194206,50208000,,,,,194606,48421006,,,,,204849,194606
102,41,"Windstream Services, LLC",0014400220,0,,45660,43377,42177,16635000,,,,,43377,16524000,,,,,45660,43377
102,41,"van Steenis, Ryan",0027850510,25,Small Business,82,77,81,10000,2500,7500,2500,2500,81,5900,1475,4425,1475,1475,82,77
102,40,8538 GREEN STREET LLC,0003488897,25,Small Business,24,22,0,0,0,0,0,0,22,440,110,330,110,110,24,22
102,40,AT&T Spectrum Frontiers LLC,0027840180,0,,6001579,5701500,5701680,932924000,,,,,5701680,853409180,,,,,6001579,5701500
102,40,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,40,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,474,450,0,0,,,,,450,15800,,,,,474,450
102,40,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,40,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,1748,1660,1240,110000,16500,93500,16500,,1240,109000,16350,92650,16350,,1306,1240
102,40,"BDCIH Wireless, LLC",0027848175,15,Rural,1725,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1725,1638
102,40,Bluegrass Consortium,0025234709,15,Rural,8158,7750,7750,3156000,473400,2682600,473400,,7750,2916000,437400,2478600,437400,,8158,7750
102,40,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,174316,165600,0,0,,,,,165600,15820000,,,,,174316,165600
102,40,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,2079,1975,1975,704000,105600,598400,105600,,1975,667002,100050,566952,100050,,2079,1975
102,40,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,632,600,600,55000,13750,41250,13750,13750,600,49000,12250,36750,12250,12250,632,600
102,40,Crestone Wireless L.L.C.,0027851781,0,,539243,512280,523970,13335000,,,,,525620,12613000,,,,,539243,512280
102,40,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,40,"FTC Management Group, Inc.",0004600268,15,Rural,969,920,0,0,0,0,0,,920,18600,2790,15810,2790,,969,920
102,40,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,40,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,4085,3880,3840,322000,48300,273700,48300,,3940,388000,58200,329800,58200,,4085,3880
102,40,Kitsune Communications LLC,0027808245,25,Small Business,48,45,45,7000,1750,5250,1750,1750,45,6300,1575,4725,1575,1575,48,45
102,40,"LICT Wireless Broadband Company, LLC",0025243858,0,,14659,13926,13566,4158000,,,,,13566,3972004,,,,,14280,13566
102,40,"NBVDS Investment, L.L.C.",0017194986,15,Rural,4179,3970,3820,575000,86250,488750,86250,,3820,586800,88020,498780,88020,,4022,3820
102,40,"Nsight Spectrum, LLC",0020519138,0,,292,277,277,200000,,,,,277,200000,,,,,292,277
102,40,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,40,"Public Service Wireless Services, Inc.",0007024607,0,,590,560,560,146000,,,,,560,131000,,,,,590,560
102,40,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,40,Rock Port Telephone Company,0004362505,0,,259,246,250,288000,,,,,250,267000,,,,,259,246
102,40,SANN Consortium,0027856186,15,Rural,1579,1500,1500,303000,45450,257550,45450,,1500,291000,43650,247350,43650,,1579,1500
102,40,"Samba Capital Partners, LLC",0027780980,25,Small Business,6154,5846,3062,85000,21250,63750,21250,21250,5846,137000,34250,102750,34250,21250,6154,5846
102,40,Skyriver Spectrum & Technology LLC,0027662014,0,,3152,2994,3070,189000,,,,,3070,183000,,,,,3152,2994
102,40,Starry Spectrum Holdings LLC,0027855998,0,,815243,774480,774480,43502000,,,,,774480,39958400,,,,,815243,774480
102,40,T-Mobile License LLC,0001565449,0,,7951988,7554388,7524899,881078000,,,,,7526682,806571388,,,,,7922824,7526682
102,40,"TeleGuam Holdings, LLC",0011458999,0,,1470,1396,1470,530000,,,,,1470,480000,,,,,1470,1396
102,40,"The Alaska Wireless Network, LLC",0021818133,0,,2920,2774,2774,157000,,,,,2774,135200,,,,,2920,2774
102,40,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,40,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,2017,1916,1916,465000,116250,348750,116250,116250,1916,415380,103845,311535,103845,103845,2017,1916
102,40,Tri County Radio,0013444575,25,Small Business,274,260,240,6000,1500,4500,1500,1500,260,7000,1750,5250,1750,1750,274,260
102,40,Union Telephone Company,0001630201,15,Rural,2443,2320,1164,1672000,250800,1421200,250800,,2190,1688200,253230,1434970,253230,,2306,2190
102,40,United States Cellular Corporation,0004372322,0,,205470,195196,194206,47574000,,,,,194606,45805006,,,,,204849,194606
102,40,"Windstream Services, LLC",0014400220,0,,46197,43887,42177,15923000,,,,,43377,15890000,,,,,45660,43377
102,40,"van Steenis, Ryan",0027850510,25,Small Business,82,77,81,10000,2500,7500,2500,2500,81,5900,1475,4425,1475,1475,82,77
102,39,8538 GREEN STREET LLC,0003488897,25,Small Business,24,22,0,0,0,0,0,0,22,440,110,330,110,110,24,22
102,39,AT&T Spectrum Frontiers LLC,0027840180,0,,6001579,5701500,5701680,924848000,,,,,5701680,847993180,,,,,6001579,5701500
102,39,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,39,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,474,450,0,0,,,,,450,15800,,,,,474,450
102,39,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,39,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,1748,1660,1660,157000,23550,133450,23550,,1660,156000,23400,132600,23400,,1748,1660
102,39,"BDCIH Wireless, LLC",0027848175,15,Rural,1725,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1725,1638
102,39,Bluegrass Consortium,0025234709,15,Rural,8916,8470,7750,2969000,445350,2523650,445350,,7750,2864000,429600,2434400,429600,,8158,7750
102,39,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,174316,165600,0,0,,,,,165600,15820000,,,,,174316,165600
102,39,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,2079,1975,1975,672000,100800,571200,100800,,1975,635002,95250,539752,95250,,2079,1975
102,39,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,632,600,600,55000,13750,41250,13750,13750,600,49000,12250,36750,12250,12250,632,600
102,39,Crestone Wireless L.L.C.,0027851781,0,,539243,512280,522644,13658000,,,,,522644,12474000,,,,,539243,512280
102,39,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,39,"FTC Management Group, Inc.",0004600268,15,Rural,969,920,0,0,0,0,0,,920,18600,2790,15810,2790,,969,920
102,39,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,39,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,4085,3880,3840,294000,44100,249900,44100,,3940,358000,53700,304300,53700,,4085,3880
102,39,Kitsune Communications LLC,0027808245,25,Small Business,48,45,45,7000,1750,5250,1750,1750,45,3303,826,2477,826,826,48,45
102,39,"LICT Wireless Broadband Company, LLC",0025243858,0,,14659,13926,13926,4170000,,,,,13926,3998002,,,,,14659,13926
102,39,"NBVDS Investment, L.L.C.",0017194986,15,Rural,4179,3970,3970,615000,92250,522750,92250,,3970,638800,95820,542980,95820,,4179,3970
102,39,"Nsight Spectrum, LLC",0020519138,0,,292,277,277,181000,,,,,277,181000,,,,,292,277
102,39,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,39,"Public Service Wireless Services, Inc.",0007024607,0,,590,560,560,146000,,,,,560,131000,,,,,590,560
102,39,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,39,Rock Port Telephone Company,0004362505,0,,259,246,250,282000,,,,,250,261000,,,,,259,246
102,39,SANN Consortium,0027856186,15,Rural,1579,1500,1500,290000,43500,246500,43500,,1500,274000,41100,232900,41100,,1579,1500
102,39,"Samba Capital Partners, LLC",0027780980,25,Small Business,6154,5846,3246,99000,24750,74250,24750,24750,5846,137000,34250,102750,34250,21250,6154,5846
102,39,Skyriver Spectrum & Technology LLC,0027662014,0,,3152,2994,3070,176000,,,,,3070,170000,,,,,3152,2994
102,39,Starry Spectrum Holdings LLC,0027855998,0,,815243,774480,774480,43110000,,,,,774480,39738400,,,,,815243,774480
102,39,T-Mobile License LLC,0001565449,0,,8586720,8157384,7552605,873525000,,,,,7554388,801552186,,,,,7951988,7554388
102,39,"TeleGuam Holdings, LLC",0011458999,0,,1470,1396,1470,530000,,,,,1470,478600,,,,,1470,1396
102,39,"The Alaska Wireless Network, LLC",0021818133,0,,2920,2774,2774,157000,,,,,2774,135200,,,,,2920,2774
102,39,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,39,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,2017,1916,1916,462000,115500,346500,115500,115500,1916,412380,103095,309285,103095,103095,2017,1916
102,39,Tri County Radio,0013444575,25,Small Business,274,260,240,6000,1500,4500,1500,1500,260,7000,1750,5250,1750,1750,274,260
102,39,Union Telephone Company,0001630201,15,Rural,2443,2320,1294,1772000,265800,1506200,265800,,2320,1788200,268230,1519970,268230,,2443,2320
102,39,United States Cellular Corporation,0004372322,0,,213680,202996,194796,45381000,,,,,195196,43838002,,,,,205470,195196
102,39,"Windstream Services, LLC",0014400220,0,,46197,43887,42687,16155000,,,,,43887,16114000,,,,,46197,43887
102,39,"van Steenis, Ryan",0027850510,25,Small Business,82,77,0,0,0,0,0,0,81,5900,1475,4425,1475,1475,82,77
102,38,8538 GREEN STREET LLC,0003488897,25,Small Business,24,22,0,0,0,0,0,0,22,440,110,330,110,110,24,22
102,38,AT&T Spectrum Frontiers LLC,0027840180,0,,6001579,5701500,5702300,918008000,,,,,5702300,842349000,,,,,6001579,5701500
102,38,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,38,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,474,450,0,0,,,,,450,15800,,,,,474,450
102,38,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,38,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,1748,1660,1660,141000,21150,119850,21150,,1660,140000,21000,119000,21000,,1748,1660
102,38,"BDCIH Wireless, LLC",0027848175,15,Rural,1725,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1725,1638
102,38,Bluegrass Consortium,0025234709,15,Rural,8916,8470,8470,3608000,541200,3066800,541200,,8470,3503000,525450,2977550,525450,,8916,8470
102,38,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,174316,165600,0,0,,,,,165600,15820000,,,,,174316,165600
102,38,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,2079,1975,1975,644000,96600,547400,96600,,1975,607002,91050,515952,91050,,2079,1975
102,38,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,632,600,600,55000,13750,41250,13750,13750,600,49000,12250,36750,12250,12250,632,600
102,38,Crestone Wireless L.L.C.,0027851781,0,,539243,512280,522644,12476000,,,,,522644,12405000,,,,,539243,512280
102,38,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,38,"FTC Management Group, Inc.",0004600268,15,Rural,969,920,0,0,0,0,0,,920,18600,2790,15810,2790,,969,920
102,38,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,38,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,4085,3880,3840,294000,44100,249900,44100,,3880,279000,41850,237150,41850,,4085,3880
102,38,Kitsune Communications LLC,0027808245,25,Small Business,48,45,45,7000,1750,5250,1750,1750,45,3303,826,2477,826,826,48,45
102,38,"LICT Wireless Broadband Company, LLC",0025243858,0,,14659,13926,13926,3931000,,,,,13926,3759002,,,,,14659,13926
102,38,"NBVDS Investment, L.L.C.",0017194986,15,Rural,4179,3970,3970,567000,85050,481950,85050,,3970,590800,88620,502180,88620,,4179,3970
102,38,"Nsight Spectrum, LLC",0020519138,0,,292,277,277,164000,,,,,277,164000,,,,,292,277
102,38,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,38,"Public Service Wireless Services, Inc.",0007024607,0,,590,560,560,146000,,,,,560,131000,,,,,590,560
102,38,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,38,Rock Port Telephone Company,0004362505,0,,259,246,250,276000,,,,,250,255000,,,,,259,246
102,38,SANN Consortium,0027856186,15,Rural,1579,1500,1500,277000,41550,235450,41550,,1500,261000,39150,221850,39150,,1579,1500
102,38,"Samba Capital Partners, LLC",0027780980,25,Small Business,6154,5846,3246,97000,24250,72750,24250,24250,5846,135000,33750,101250,33750,20750,6154,5846
102,38,Skyriver Spectrum & Technology LLC,0027662014,0,,3152,2994,3070,176000,,,,,3070,158000,,,,,3152,2994
102,38,Starry Spectrum Holdings LLC,0027855998,0,,815243,774480,774480,42616000,,,,,774480,39244400,,,,,815243,774480
102,38,T-Mobile License LLC,0001565449,0,,8586720,8157384,8164705,885903000,,,,,8166488,814734416,,,,,8586720,8157384
102,38,"TeleGuam Holdings, LLC",0011458999,0,,1470,1396,1470,530000,,,,,1470,478600,,,,,1470,1396
102,38,"The Alaska Wireless Network, LLC",0021818133,0,,2920,2774,2774,157000,,,,,2774,135200,,,,,2920,2774
102,38,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,38,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,2017,1916,1916,459000,114750,344250,114750,114750,1916,409380,102345,307035,102345,102345,2017,1916
102,38,Tri County Radio,0013444575,25,Small Business,274,260,0,0,0,0,0,0,260,7000,1750,5250,1750,1750,274,260
102,38,Union Telephone Company,0001630201,15,Rural,2443,2320,1294,1611000,241650,1369350,241650,,2320,1627200,244080,1383120,244080,,2443,2320
102,38,United States Cellular Corporation,0004372322,0,,213680,202996,202596,45366000,,,,,202996,43721002,,,,,213680,202996
102,38,"Windstream Services, LLC",0014400220,0,,46197,43887,42687,15440000,,,,,43887,15449000,,,,,46197,43887
102,38,"van Steenis, Ryan",0027850510,25,Small Business,82,77,81,10000,2500,7500,2500,2500,81,5900,1475,4425,1475,1475,82,77
102,37,8538 GREEN STREET LLC,0003488897,25,Small Business,24,22,0,0,0,0,0,0,22,440,110,330,110,110,24,22
102,37,AT&T Spectrum Frontiers LLC,0027840180,0,,6001579,5701500,5701700,912752000,,,,,5701700,836650000,,,,,6001579,5701500
102,37,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,37,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,474,450,0,0,,,,,450,15800,,,,,474,450
102,37,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,37,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,1748,1660,1660,127000,19050,107950,19050,,1660,126000,18900,107100,18900,,1748,1660
102,37,"BDCIH Wireless, LLC",0027848175,15,Rural,1725,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1725,1638
102,37,Bluegrass Consortium,0025234709,15,Rural,8916,8470,8470,3379000,506850,2872150,506850,,8470,3274000,491100,2782900,491100,,8916,8470
102,37,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,174316,165600,0,0,,,,,165600,15820000,,,,,174316,165600
102,37,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,2322,2205,1975,616000,92400,523600,92400,,1975,581002,87150,493852,87150,,2079,1975
102,37,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,632,600,600,55000,13750,41250,13750,13750,600,49000,12250,36750,12250,12250,632,600
102,37,Crestone Wireless L.L.C.,0027851781,0,,539243,512280,512464,25254000,,,,,512464,25252000,,,,,539243,512280
102,37,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,37,"FTC Management Group, Inc.",0004600268,15,Rural,969,920,0,0,0,0,0,,920,18600,2790,15810,2790,,969,920
102,37,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,37,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,4085,3880,3840,294000,44100,249900,44100,,3880,279000,41850,237150,41850,,4085,3880
102,37,Kitsune Communications LLC,0027808245,25,Small Business,48,45,45,7000,1750,5250,1750,1750,45,3303,826,2477,826,826,48,45
102,37,"LICT Wireless Broadband Company, LLC",0025243858,0,,14659,13926,13926,3717000,,,,,13926,3545002,,,,,14659,13926
102,37,"NBVDS Investment, L.L.C.",0017194986,15,Rural,4179,3970,3970,524000,78600,445400,78600,,3970,547800,82170,465630,82170,,4179,3970
102,37,"Nsight Spectrum, LLC",0020519138,0,,292,277,277,148000,,,,,277,148000,,,,,292,277
102,37,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,37,"Public Service Wireless Services, Inc.",0007024607,0,,590,560,560,146000,,,,,560,131000,,,,,590,560
102,37,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,37,Rock Port Telephone Company,0004362505,0,,259,246,250,271000,,,,,250,250000,,,,,259,246
102,37,SANN Consortium,0027856186,15,Rural,1579,1500,1500,265000,39750,225250,39750,,1500,249000,37350,211650,37350,,1579,1500
102,37,"Samba Capital Partners, LLC",0027780980,25,Small Business,6154,5846,6046,289000,72250,216750,72250,43750,6136,160000,40000,120000,40000,27000,6154,5846
102,37,Skyriver Spectrum & Technology LLC,0027662014,0,,3152,2994,3070,176000,,,,,3070,158000,,,,,3152,2994
102,37,Starry Spectrum Holdings LLC,0027855998,0,,815243,774480,774480,42118000,,,,,774480,38696400,,,,,815243,774480
102,37,T-Mobile License LLC,0001565449,0,,8743491,8306316,8135601,873495000,,,,,8157384,804080416,,,,,8586720,8157384
102,37,"TeleGuam Holdings, LLC",0011458999,0,,1470,1396,1470,530000,,,,,1470,478600,,,,,1470,1396
102,37,"The Alaska Wireless Network, LLC",0021818133,0,,2920,2774,2774,157000,,,,,2774,135200,,,,,2920,2774
102,37,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,37,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,2017,1916,1916,456000,114000,342000,114000,114000,1916,406380,101595,304785,101595,101595,2017,1916
102,37,Tri County Radio,0013444575,25,Small Business,274,260,240,6000,1500,4500,1500,1500,260,7000,1750,5250,1750,1750,274,260
102,37,Union Telephone Company,0001630201,15,Rural,2443,2320,1294,1464000,219600,1244400,219600,,2320,1480200,222030,1258170,222030,,2443,2320
102,37,United States Cellular Corporation,0004372322,0,,283283,269118,202596,42464000,,,,,202996,41398002,,,,,213680,202996
102,37,"Windstream Services, LLC",0014400220,0,,51650,49067,43887,15566000,,,,,43887,14797000,,,,,46197,43887
102,37,"van Steenis, Ryan",0027850510,25,Small Business,82,77,81,9000,2250,6750,2250,2250,81,5900,1475,4425,1475,1475,82,77
102,36,8538 GREEN STREET LLC,0003488897,25,Small Business,24,22,22,1000,250,750,250,250,22,440,110,330,110,110,24,22
102,36,AT&T Spectrum Frontiers LLC,0027840180,0,,6001579,5701500,5701700,905783000,,,,,5701700,829677000,,,,,6001579,5701500
102,36,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,36,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,474,450,0,0,,,,,450,15800,,,,,474,450
102,36,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,36,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,1748,1660,1660,113000,16950,96050,16950,,1660,112000,16800,95200,16800,,1748,1660
102,36,"BDCIH Wireless, LLC",0027848175,15,Rural,1725,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1725,1638
102,36,Bluegrass Consortium,0025234709,15,Rural,10179,9670,8470,3169000,475350,2693650,475350,,8470,3064000,459600,2604400,459600,,8916,8470
102,36,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,174316,165600,0,0,,,,,165600,15820000,,,,,174316,165600
102,36,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,2322,2205,2205,705000,105750,599250,105750,,2205,670002,100500,569502,100500,,2322,2205
102,36,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,632,600,600,55000,13750,41250,13750,13750,600,49000,12250,36750,12250,12250,632,600
102,36,Crestone Wireless L.L.C.,0027851781,0,,539243,512280,512464,22951000,,,,,512464,22949000,,,,,539243,512280
102,36,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,36,"FTC Management Group, Inc.",0004600268,15,Rural,969,920,0,0,0,0,0,,920,18600,2790,15810,2790,,969,920
102,36,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,36,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,4085,3880,3840,294000,44100,249900,44100,,3880,279000,41850,237150,41850,,4085,3880
102,36,Kitsune Communications LLC,0027808245,25,Small Business,48,45,45,7000,1750,5250,1750,1750,45,3303,826,2477,826,826,48,45
102,36,"LICT Wireless Broadband Company, LLC",0025243858,0,,15659,14876,13926,3519000,,,,,13926,3347002,,,,,14659,13926
102,36,"NBVDS Investment, L.L.C.",0017194986,15,Rural,4179,3970,3970,482000,72300,409700,72300,,3970,505800,75870,429930,75870,,4179,3970
102,36,"Nsight Spectrum, LLC",0020519138,0,,292,277,277,134000,,,,,277,134000,,,,,292,277
102,36,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,36,"Public Service Wireless Services, Inc.",0007024607,0,,590,560,560,146000,,,,,560,131000,,,,,590,560
102,36,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,36,Rock Port Telephone Company,0004362505,0,,259,246,250,266000,,,,,250,245000,,,,,259,246
102,36,SANN Consortium,0027856186,15,Rural,1579,1500,1500,253000,37950,215050,37950,,1500,237000,35550,201450,35550,,1579,1500
102,36,"Samba Capital Partners, LLC",0027780980,25,Small Business,6154,5846,6136,175000,43750,131250,43750,29250,6136,155000,38750,116250,38750,25750,6154,5846
102,36,Skyriver Spectrum & Technology LLC,0027662014,0,,3152,2994,3070,176000,,,,,3070,158000,,,,,3152,2994
102,36,Starry Spectrum Holdings LLC,0027855998,0,,848737,806300,774480,41904000,,,,,774480,38482400,,,,,815243,774480
102,36,T-Mobile License LLC,0001565449,0,,8745368,8308099,8304533,879644000,,,,,8306316,808953416,,,,,8743491,8306316
102,36,"TeleGuam Holdings, LLC",0011458999,0,,1470,1396,1470,530000,,,,,1470,478600,,,,,1470,1396
102,36,"The Alaska Wireless Network, LLC",0021818133,0,,2920,2774,2774,157000,,,,,2774,135200,,,,,2920,2774
102,36,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,36,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,2017,1916,1916,453000,113250,339750,113250,113250,1916,403380,100845,302535,100845,100845,2017,1916
102,36,Tri County Radio,0013444575,25,Small Business,274,260,240,6000,1500,4500,1500,1500,260,7000,1750,5250,1750,1750,274,260
102,36,Union Telephone Company,0001630201,15,Rural,2443,2320,1294,1331000,199650,1131350,199650,,2320,1347200,202080,1145120,202080,,2443,2320
102,36,United States Cellular Corporation,0004372322,0,,284125,269918,268718,51011000,,,,,269118,49945002,,,,,283283,269118
102,36,"Windstream Services, LLC",0014400220,0,,51650,49067,49067,19850000,,,,,49067,19163000,,,,,51650,49067
102,36,"van Steenis, Ryan",0027850510,25,Small Business,82,77,0,0,0,0,0,0,81,5900,1475,4425,1475,1475,82,77
102,35,8538 GREEN STREET LLC,0003488897,25,Small Business,24,22,0,0,0,0,0,0,22,440,110,330,110,110,24,22
102,35,AT&T Spectrum Frontiers LLC,0027840180,0,,6001579,5701500,5702000,901081000,,,,,5702000,825358000,,,,,6001579,5701500
102,35,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
